areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
ltla,Lambeth,E09000022,2023-04-12,2,121069,1,112020,1,9049
ltla,Lambeth,E09000022,2023-04-11,6,121067,5,112019,1,9048
ltla,Lambeth,E09000022,2023-04-10,5,121061,2,112014,3,9047
ltla,Lambeth,E09000022,2023-04-09,3,121056,1,112012,2,9044
ltla,Lambeth,E09000022,2023-04-08,5,121053,2,112011,3,9042
ltla,Lambeth,E09000022,2023-04-07,7,121048,4,112009,3,9039
ltla,Lambeth,E09000022,2023-04-06,8,121041,4,112005,4,9036
ltla,Lambeth,E09000022,2023-04-05,5,121033,2,112001,3,9032
ltla,Lambeth,E09000022,2023-04-04,13,121028,8,111999,5,9029
ltla,Lambeth,E09000022,2023-04-03,7,121015,7,111991,0,9024
ltla,Lambeth,E09000022,2023-04-02,7,121008,3,111984,4,9024
ltla,Lambeth,E09000022,2023-04-01,9,121001,4,111981,5,9020
ltla,Lambeth,E09000022,2023-03-31,9,120992,4,111977,5,9015
ltla,Lambeth,E09000022,2023-03-30,7,120983,6,111973,1,9010
ltla,Lambeth,E09000022,2023-03-29,10,120976,7,111967,3,9009
ltla,Lambeth,E09000022,2023-03-28,6,120966,3,111960,3,9006
ltla,Lambeth,E09000022,2023-03-27,14,120960,7,111957,7,9003
ltla,Lambeth,E09000022,2023-03-26,3,120946,1,111950,2,8996
ltla,Lambeth,E09000022,2023-03-25,5,120943,3,111949,2,8994
ltla,Lambeth,E09000022,2023-03-24,8,120938,3,111946,5,8992
ltla,Lambeth,E09000022,2023-03-23,6,120930,2,111943,4,8987
ltla,Lambeth,E09000022,2023-03-22,7,120924,5,111941,2,8983
ltla,Lambeth,E09000022,2023-03-21,14,120917,9,111936,5,8981
ltla,Lambeth,E09000022,2023-03-20,15,120903,7,111927,8,8976
ltla,Lambeth,E09000022,2023-03-19,7,120888,3,111920,4,8968
ltla,Lambeth,E09000022,2023-03-18,12,120881,7,111917,5,8964
ltla,Lambeth,E09000022,2023-03-17,7,120869,5,111910,2,8959
ltla,Lambeth,E09000022,2023-03-16,7,120862,4,111905,3,8957
ltla,Lambeth,E09000022,2023-03-15,11,120855,7,111901,4,8954
ltla,Lambeth,E09000022,2023-03-14,17,120844,9,111894,8,8950
ltla,Lambeth,E09000022,2023-03-13,15,120827,9,111885,6,8942
ltla,Lambeth,E09000022,2023-03-12,10,120812,6,111876,4,8936
ltla,Lambeth,E09000022,2023-03-11,8,120802,5,111870,3,8932
ltla,Lambeth,E09000022,2023-03-10,7,120794,1,111865,6,8929
