areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
ltla,Hounslow,E09000018,2023-04-12,2,102913,2,96114,0,6799
ltla,Hounslow,E09000018,2023-04-11,8,102911,3,96112,5,6799
ltla,Hounslow,E09000018,2023-04-10,6,102903,4,96109,2,6794
ltla,Hounslow,E09000018,2023-04-09,5,102897,3,96105,2,6792
ltla,Hounslow,E09000018,2023-04-08,6,102892,5,96102,1,6790
ltla,Hounslow,E09000018,2023-04-07,6,102886,5,96097,1,6789
ltla,Hounslow,E09000018,2023-04-06,5,102880,2,96092,3,6788
ltla,Hounslow,E09000018,2023-04-05,4,102875,3,96090,1,6785
ltla,Hounslow,E09000018,2023-04-04,7,102871,5,96087,2,6784
ltla,Hounslow,E09000018,2023-04-03,6,102864,4,96082,2,6782
ltla,Hounslow,E09000018,2023-04-02,6,102858,3,96078,3,6780
ltla,Hounslow,E09000018,2023-04-01,8,102852,5,96075,3,6777
ltla,Hounslow,E09000018,2023-03-31,9,102844,7,96070,2,6774
ltla,Hounslow,E09000018,2023-03-30,9,102835,5,96063,4,6772
ltla,Hounslow,E09000018,2023-03-29,5,102826,4,96058,1,6768
ltla,Hounslow,E09000018,2023-03-28,10,102821,7,96054,3,6767
ltla,Hounslow,E09000018,2023-03-27,8,102811,5,96047,3,6764
ltla,Hounslow,E09000018,2023-03-26,11,102803,6,96042,5,6761
ltla,Hounslow,E09000018,2023-03-25,10,102792,6,96036,4,6756
ltla,Hounslow,E09000018,2023-03-24,21,102782,15,96030,6,6752
ltla,Hounslow,E09000018,2023-03-23,11,102761,8,96015,3,6746
ltla,Hounslow,E09000018,2023-03-22,19,102750,11,96007,8,6743
ltla,Hounslow,E09000018,2023-03-21,11,102731,7,95996,4,6735
ltla,Hounslow,E09000018,2023-03-20,13,102720,6,95989,7,6731
ltla,Hounslow,E09000018,2023-03-19,19,102707,17,95983,2,6724
ltla,Hounslow,E09000018,2023-03-18,8,102688,5,95966,3,6722
ltla,Hounslow,E09000018,2023-03-17,16,102680,10,95961,6,6719
ltla,Hounslow,E09000018,2023-03-16,15,102664,8,95951,7,6713
ltla,Hounslow,E09000018,2023-03-15,12,102649,9,95943,3,6706
ltla,Hounslow,E09000018,2023-03-14,16,102637,11,95934,5,6703
ltla,Hounslow,E09000018,2023-03-13,27,102621,14,95923,13,6698
ltla,Hounslow,E09000018,2023-03-12,14,102594,5,95909,9,6685
ltla,Hounslow,E09000018,2023-03-11,7,102580,3,95904,4,6676
ltla,Hounslow,E09000018,2023-03-10,13,102573,6,95901,7,6672
ltla,Hounslow,E09000018,2023-03-09,12,102560,7,95895,5,6665
ltla,Hounslow,E09000018,2023-03-08,17,102548,11,95888,6,6660
ltla,Hounslow,E09000018,2023-03-07,9,102531,6,95877,3,6654
ltla,Hounslow,E09000018,2023-03-06,14,102522,8,95871,6,6651
ltla,Hounslow,E09000018,2023-03-05,10,102508,7,95863,3,6645
ltla,Hounslow,E09000018,2023-03-04,5,102498,4,95856,1,6642
ltla,Hounslow,E09000018,2023-03-03,15,102493,10,95852,5,6641
ltla,Hounslow,E09000018,2023-03-02,34,102478,22,95842,12,6636
ltla,Hounslow,E09000018,2023-03-01,14,102444,12,95820,2,6624
ltla,Hounslow,E09000018,2023-02-28,8,102430,4,95808,4,6622
ltla,Hounslow,E09000018,2023-02-27,14,102422,11,95804,3,6618
ltla,Hounslow,E09000018,2023-02-26,9,102408,7,95793,2,6615
ltla,Hounslow,E09000018,2023-02-25,11,102399,8,95786,3,6613
ltla,Hounslow,E09000018,2023-02-24,14,102388,13,95778,1,6610
ltla,Hounslow,E09000018,2023-02-23,9,102374,6,95765,3,6609
ltla,Hounslow,E09000018,2023-02-22,9,102365,5,95759,4,6606
ltla,Hounslow,E09000018,2023-02-21,10,102356,6,95754,4,6602
ltla,Hounslow,E09000018,2023-02-20,16,102346,9,95748,7,6598
ltla,Hounslow,E09000018,2023-02-19,18,102330,8,95739,10,6591
ltla,Hounslow,E09000018,2023-02-18,6,102312,4,95731,2,6581
ltla,Hounslow,E09000018,2023-02-17,16,102306,7,95727,9,6579
ltla,Hounslow,E09000018,2023-02-16,8,102290,5,95720,3,6570
ltla,Hounslow,E09000018,2023-02-15,14,102282,10,95715,4,6567
ltla,Hounslow,E09000018,2023-02-14,18,102268,7,95705,11,6563
ltla,Hounslow,E09000018,2023-02-13,14,102250,6,95698,8,6552
ltla,Hounslow,E09000018,2023-02-12,10,102236,8,95692,2,6544
ltla,Hounslow,E09000018,2023-02-11,7,102226,6,95684,1,6542
ltla,Hounslow,E09000018,2023-02-10,7,102219,4,95678,3,6541
ltla,Hounslow,E09000018,2023-02-09,7,102212,4,95674,3,6538
ltla,Hounslow,E09000018,2023-02-08,15,102205,4,95670,11,6535
ltla,Hounslow,E09000018,2023-02-07,11,102190,5,95666,6,6524
ltla,Hounslow,E09000018,2023-02-06,8,102179,2,95661,6,6518
ltla,Hounslow,E09000018,2023-02-05,9,102171,5,95659,4,6512
ltla,Hounslow,E09000018,2023-02-04,8,102162,5,95654,3,6508
ltla,Hounslow,E09000018,2023-02-03,6,102154,4,95649,2,6505
