areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
ltla,Newham,E09000025,2023-04-12,3,114952,2,106830,1,8122
ltla,Newham,E09000025,2023-04-11,0,114949,0,106828,0,8121
ltla,Newham,E09000025,2023-04-10,3,114949,2,106828,1,8121
ltla,Newham,E09000025,2023-04-09,4,114946,4,106826,0,8120
ltla,Newham,E09000025,2023-04-08,2,114942,1,106822,1,8120
ltla,Newham,E09000025,2023-04-07,3,114940,1,106821,2,8119
ltla,Newham,E09000025,2023-04-06,3,114937,1,106820,2,8117
ltla,Newham,E09000025,2023-04-05,4,114934,2,106819,2,8115
ltla,Newham,E09000025,2023-04-04,7,114930,5,106817,2,8113
ltla,Newham,E09000025,2023-04-03,6,114923,3,106812,3,8111
ltla,Newham,E09000025,2023-04-02,3,114917,2,106809,1,8108
ltla,Newham,E09000025,2023-04-01,2,114914,1,106807,1,8107
ltla,Newham,E09000025,2023-03-31,4,114912,3,106806,1,8106
ltla,Newham,E09000025,2023-03-30,5,114908,4,106803,1,8105
ltla,Newham,E09000025,2023-03-29,5,114903,3,106799,2,8104
ltla,Newham,E09000025,2023-03-28,7,114898,5,106796,2,8102
ltla,Newham,E09000025,2023-03-27,10,114891,5,106791,5,8100
ltla,Newham,E09000025,2023-03-26,6,114881,2,106786,4,8095
ltla,Newham,E09000025,2023-03-25,5,114875,4,106784,1,8091
ltla,Newham,E09000025,2023-03-24,7,114870,4,106780,3,8090
ltla,Newham,E09000025,2023-03-23,9,114863,7,106776,2,8087
ltla,Newham,E09000025,2023-03-22,20,114854,6,106769,14,8085
ltla,Newham,E09000025,2023-03-21,15,114834,7,106763,8,8071
ltla,Newham,E09000025,2023-03-20,13,114819,6,106756,7,8063
ltla,Newham,E09000025,2023-03-19,12,114806,8,106750,4,8056
ltla,Newham,E09000025,2023-03-18,8,114794,4,106742,4,8052
ltla,Newham,E09000025,2023-03-17,8,114786,6,106738,2,8048
ltla,Newham,E09000025,2023-03-16,13,114778,6,106732,7,8046
ltla,Newham,E09000025,2023-03-15,10,114765,6,106726,4,8039
ltla,Newham,E09000025,2023-03-14,15,114755,10,106720,5,8035
ltla,Newham,E09000025,2023-03-13,9,114740,7,106710,2,8030
ltla,Newham,E09000025,2023-03-12,19,114731,12,106703,7,8028
ltla,Newham,E09000025,2023-03-11,4,114712,3,106691,1,8021
ltla,Newham,E09000025,2023-03-10,11,114708,8,106688,3,8020
ltla,Newham,E09000025,2023-03-09,11,114697,7,106680,4,8017
ltla,Newham,E09000025,2023-03-08,7,114686,3,106673,4,8013
ltla,Newham,E09000025,2023-03-07,16,114679,9,106670,7,8009
ltla,Newham,E09000025,2023-03-06,19,114663,11,106661,8,8002
ltla,Newham,E09000025,2023-03-05,13,114644,6,106650,7,7994
ltla,Newham,E09000025,2023-03-04,6,114631,2,106644,4,7987
ltla,Newham,E09000025,2023-03-03,11,114625,7,106642,4,7983
ltla,Newham,E09000025,2023-03-02,10,114614,4,106635,6,7979
ltla,Newham,E09000025,2023-03-01,9,114604,2,106631,7,7973
ltla,Newham,E09000025,2023-02-28,13,114595,10,106629,3,7966
ltla,Newham,E09000025,2023-02-27,18,114582,9,106619,9,7963
ltla,Newham,E09000025,2023-02-26,11,114564,6,106610,5,7954
ltla,Newham,E09000025,2023-02-25,6,114553,2,106604,4,7949
ltla,Newham,E09000025,2023-02-24,8,114547,4,106602,4,7945
ltla,Newham,E09000025,2023-02-23,11,114539,7,106598,4,7941
ltla,Newham,E09000025,2023-02-22,13,114528,8,106591,5,7937
ltla,Newham,E09000025,2023-02-21,13,114515,5,106583,8,7932
ltla,Newham,E09000025,2023-02-20,19,114502,15,106578,4,7924
ltla,Newham,E09000025,2023-02-19,14,114483,5,106563,9,7920
ltla,Newham,E09000025,2023-02-18,20,114469,9,106558,11,7911
ltla,Newham,E09000025,2023-02-17,13,114449,7,106549,6,7900
ltla,Newham,E09000025,2023-02-16,12,114436,9,106542,3,7894
ltla,Newham,E09000025,2023-02-15,14,114424,6,106533,8,7891
ltla,Newham,E09000025,2023-02-14,16,114410,11,106527,5,7883
ltla,Newham,E09000025,2023-02-13,12,114394,9,106516,3,7878
ltla,Newham,E09000025,2023-02-12,7,114382,5,106507,2,7875
ltla,Newham,E09000025,2023-02-11,6,114375,4,106502,2,7873
ltla,Newham,E09000025,2023-02-10,11,114369,5,106498,6,7871
ltla,Newham,E09000025,2023-02-09,10,114358,8,106493,2,7865
ltla,Newham,E09000025,2023-02-08,12,114348,5,106485,7,7863
ltla,Newham,E09000025,2023-02-07,12,114336,6,106480,6,7856
ltla,Newham,E09000025,2023-02-06,5,114324,4,106474,1,7850
ltla,Newham,E09000025,2023-02-05,5,114319,3,106470,2,7849
ltla,Newham,E09000025,2023-02-04,4,114314,0,106467,4,114314
ltla,Newham,E09000025,2023-02-03,4,114310,2,106467,2,7843
ltla,Newham,E09000025,2023-02-02,9,114306,6,106465,3,7841
ltla,Newham,E09000025,2023-02-01,5,114297,1,106459,4,7838
ltla,Newham,E09000025,2023-01-31,5,114292,3,106458,2,7834
ltla,Newham,E09000025,2023-01-30,5,114287,1,106455,4,7832
