areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
ltla,Sutton,E09000029,2023-04-12,3,80409,2,74534,1,5875
ltla,Sutton,E09000029,2023-04-11,8,80406,2,74532,6,5874
ltla,Sutton,E09000029,2023-04-10,5,80398,4,74530,1,5868
ltla,Sutton,E09000029,2023-04-09,3,80393,2,74526,1,5867
ltla,Sutton,E09000029,2023-04-08,6,80390,4,74524,2,5866
ltla,Sutton,E09000029,2023-04-07,3,80384,2,74520,1,5864
ltla,Sutton,E09000029,2023-04-06,4,80381,3,74518,1,5863
ltla,Sutton,E09000029,2023-04-05,3,80377,2,74515,1,5862
ltla,Sutton,E09000029,2023-04-04,3,80374,3,74513,0,5861
ltla,Sutton,E09000029,2023-04-03,4,80371,4,74510,0,5861
ltla,Sutton,E09000029,2023-04-02,5,80367,3,74506,2,5861
ltla,Sutton,E09000029,2023-04-01,2,80362,2,74503,0,5859
ltla,Sutton,E09000029,2023-03-31,5,80360,4,74501,1,5859
ltla,Sutton,E09000029,2023-03-30,6,80355,3,74497,3,5858
ltla,Sutton,E09000029,2023-03-29,7,80349,4,74494,3,5855
ltla,Sutton,E09000029,2023-03-28,3,80342,1,74490,2,5852
ltla,Sutton,E09000029,2023-03-27,6,80339,4,74489,2,5850
ltla,Sutton,E09000029,2023-03-26,9,80333,7,74485,2,5848
ltla,Sutton,E09000029,2023-03-25,12,80324,7,74478,5,5846
ltla,Sutton,E09000029,2023-03-24,9,80312,6,74471,3,5841
ltla,Sutton,E09000029,2023-03-23,7,80303,3,74465,4,5838
ltla,Sutton,E09000029,2023-03-22,8,80296,6,74462,2,5834
ltla,Sutton,E09000029,2023-03-21,8,80288,7,74456,1,5832
ltla,Sutton,E09000029,2023-03-20,5,80280,2,74449,3,5831
ltla,Sutton,E09000029,2023-03-19,15,80275,12,74447,3,5828
ltla,Sutton,E09000029,2023-03-18,13,80260,7,74435,6,5825
ltla,Sutton,E09000029,2023-03-17,11,80247,7,74428,4,5819
ltla,Sutton,E09000029,2023-03-16,9,80236,6,74421,3,5815
ltla,Sutton,E09000029,2023-03-15,13,80227,8,74415,5,5812
ltla,Sutton,E09000029,2023-03-14,19,80214,11,74407,8,5807
ltla,Sutton,E09000029,2023-03-13,19,80195,11,74396,8,5799
ltla,Sutton,E09000029,2023-03-12,9,80176,5,74385,4,5791
ltla,Sutton,E09000029,2023-03-11,7,80167,5,74380,2,5787
ltla,Sutton,E09000029,2023-03-10,7,80160,4,74375,3,5785
ltla,Sutton,E09000029,2023-03-09,9,80153,5,74371,4,5782
ltla,Sutton,E09000029,2023-03-08,18,80144,11,74366,7,5778
ltla,Sutton,E09000029,2023-03-07,17,80126,11,74355,6,5771
ltla,Sutton,E09000029,2023-03-06,17,80109,7,74344,10,5765
ltla,Sutton,E09000029,2023-03-05,10,80092,2,74337,8,5755
ltla,Sutton,E09000029,2023-03-04,15,80082,9,74335,6,5747
ltla,Sutton,E09000029,2023-03-03,11,80067,7,74326,4,5741
ltla,Sutton,E09000029,2023-03-02,14,80056,7,74319,7,5737
ltla,Sutton,E09000029,2023-03-01,10,80042,3,74312,7,5730
ltla,Sutton,E09000029,2023-02-28,14,80032,8,74309,6,5723
ltla,Sutton,E09000029,2023-02-27,17,80018,9,74301,8,5717
ltla,Sutton,E09000029,2023-02-26,15,80001,8,74292,7,5709
ltla,Sutton,E09000029,2023-02-25,13,79986,6,74284,7,5702
ltla,Sutton,E09000029,2023-02-24,7,79973,4,74278,3,5695
ltla,Sutton,E09000029,2023-02-23,10,79966,5,74274,5,5692
ltla,Sutton,E09000029,2023-02-22,11,79956,6,74269,5,5687
ltla,Sutton,E09000029,2023-02-21,13,79945,9,74263,4,5682
ltla,Sutton,E09000029,2023-02-20,12,79932,7,74254,5,5678
ltla,Sutton,E09000029,2023-02-19,13,79920,5,74247,8,5673
ltla,Sutton,E09000029,2023-02-18,6,79907,4,74242,2,5665
ltla,Sutton,E09000029,2023-02-17,13,79901,9,74238,4,5663
ltla,Sutton,E09000029,2023-02-16,17,79888,13,74229,4,5659
ltla,Sutton,E09000029,2023-02-15,14,79871,9,74216,5,5655
