areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
ltla,Westminster,E09000033,2023-04-12,2,74821,1,70594,1,4227
ltla,Westminster,E09000033,2023-04-11,6,74819,6,70593,0,4226
ltla,Westminster,E09000033,2023-04-10,2,74813,2,70587,0,4226
ltla,Westminster,E09000033,2023-04-09,1,74811,1,70585,0,4226
ltla,Westminster,E09000033,2023-04-08,3,74810,3,70584,0,4226
ltla,Westminster,E09000033,2023-04-07,3,74807,2,70581,1,4226
ltla,Westminster,E09000033,2023-04-06,3,74804,2,70579,1,4225
ltla,Westminster,E09000033,2023-04-05,5,74801,1,70577,4,4224
ltla,Westminster,E09000033,2023-04-04,2,74796,0,70576,2,74796
ltla,Westminster,E09000033,2023-04-03,3,74794,3,70576,0,4218
ltla,Westminster,E09000033,2023-04-02,5,74791,3,70573,2,4218
ltla,Westminster,E09000033,2023-04-01,7,74786,6,70570,1,4216
ltla,Westminster,E09000033,2023-03-31,6,74779,3,70564,3,4215
ltla,Westminster,E09000033,2023-03-30,2,74773,2,70561,0,4212
ltla,Westminster,E09000033,2023-03-29,9,74771,7,70559,2,4212
ltla,Westminster,E09000033,2023-03-28,9,74762,6,70552,3,4210
ltla,Westminster,E09000033,2023-03-27,10,74753,8,70546,2,4207
ltla,Westminster,E09000033,2023-03-26,2,74743,2,70538,0,4205
ltla,Westminster,E09000033,2023-03-25,8,74741,5,70536,3,4205
ltla,Westminster,E09000033,2023-03-24,5,74733,3,70531,2,4202
ltla,Westminster,E09000033,2023-03-23,10,74728,5,70528,5,4200
ltla,Westminster,E09000033,2023-03-22,5,74718,4,70523,1,4195
ltla,Westminster,E09000033,2023-03-21,4,74713,3,70519,1,4194
ltla,Westminster,E09000033,2023-03-20,9,74709,5,70516,4,4193
ltla,Westminster,E09000033,2023-03-19,4,74700,3,70511,1,4189
ltla,Westminster,E09000033,2023-03-18,3,74696,2,70508,1,4188
ltla,Westminster,E09000033,2023-03-17,6,74693,3,70506,3,4187
ltla,Westminster,E09000033,2023-03-16,6,74687,5,70503,1,4184
ltla,Westminster,E09000033,2023-03-15,6,74681,5,70498,1,4183
ltla,Westminster,E09000033,2023-03-14,10,74675,6,70493,4,4182
ltla,Westminster,E09000033,2023-03-13,9,74665,4,70487,5,4178
ltla,Westminster,E09000033,2023-03-12,13,74656,7,70483,6,4173
ltla,Westminster,E09000033,2023-03-11,8,74643,3,70476,5,4167
ltla,Westminster,E09000033,2023-03-10,7,74635,4,70473,3,4162
ltla,Westminster,E09000033,2023-03-09,10,74628,8,70469,2,4159
ltla,Westminster,E09000033,2023-03-08,11,74618,7,70461,4,4157
ltla,Westminster,E09000033,2023-03-07,11,74607,6,70454,5,4153
ltla,Westminster,E09000033,2023-03-06,3,74596,0,70448,3,74596
ltla,Westminster,E09000033,2023-03-05,5,74593,3,70448,2,4145
ltla,Westminster,E09000033,2023-03-04,6,74588,3,70445,3,4143
ltla,Westminster,E09000033,2023-03-03,5,74582,5,70442,0,4140
ltla,Westminster,E09000033,2023-03-02,12,74577,10,70437,2,4140
ltla,Westminster,E09000033,2023-03-01,11,74565,8,70427,3,4138
ltla,Westminster,E09000033,2023-02-28,8,74554,4,70419,4,4135
ltla,Westminster,E09000033,2023-02-27,14,74546,10,70415,4,4131
ltla,Westminster,E09000033,2023-02-26,9,74532,5,70405,4,4127
ltla,Westminster,E09000033,2023-02-25,5,74523,5,70400,0,4123
ltla,Westminster,E09000033,2023-02-24,10,74518,9,70395,1,4123
ltla,Westminster,E09000033,2023-02-23,9,74508,6,70386,3,4122
ltla,Westminster,E09000033,2023-02-22,9,74499,3,70380,6,4119
ltla,Westminster,E09000033,2023-02-21,13,74490,7,70377,6,4113
ltla,Westminster,E09000033,2023-02-20,5,74477,3,70370,2,4107
ltla,Westminster,E09000033,2023-02-19,10,74472,7,70367,3,4105
