areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
ltla,Kensington and Chelsea,E09000020,2023-04-12,0,49081,0,46304,0,2777
ltla,Kensington and Chelsea,E09000020,2023-04-11,4,49081,3,46304,1,2777
ltla,Kensington and Chelsea,E09000020,2023-04-10,5,49077,2,46301,3,2776
ltla,Kensington and Chelsea,E09000020,2023-04-09,1,49072,0,46299,1,49072
ltla,Kensington and Chelsea,E09000020,2023-04-08,6,49071,2,46299,4,2772
ltla,Kensington and Chelsea,E09000020,2023-04-07,3,49065,2,46297,1,2768
ltla,Kensington and Chelsea,E09000020,2023-04-06,2,49062,1,46295,1,2767
ltla,Kensington and Chelsea,E09000020,2023-04-05,4,49060,1,46294,3,2766
ltla,Kensington and Chelsea,E09000020,2023-04-04,2,49056,2,46293,0,2763
ltla,Kensington and Chelsea,E09000020,2023-04-03,5,49054,3,46291,2,2763
ltla,Kensington and Chelsea,E09000020,2023-04-02,8,49049,7,46288,1,2761
ltla,Kensington and Chelsea,E09000020,2023-04-01,3,49041,3,46281,0,2760
ltla,Kensington and Chelsea,E09000020,2023-03-31,5,49038,2,46278,3,2760
ltla,Kensington and Chelsea,E09000020,2023-03-30,1,49033,0,46276,1,49033
ltla,Kensington and Chelsea,E09000020,2023-03-29,2,49032,2,46276,0,2756
ltla,Kensington and Chelsea,E09000020,2023-03-28,3,49030,1,46274,2,2756
ltla,Kensington and Chelsea,E09000020,2023-03-27,6,49027,5,46273,1,2754
ltla,Kensington and Chelsea,E09000020,2023-03-26,1,49021,1,46268,0,2753
ltla,Kensington and Chelsea,E09000020,2023-03-25,2,49020,2,46267,0,2753
ltla,Kensington and Chelsea,E09000020,2023-03-24,4,49018,4,46265,0,2753
ltla,Kensington and Chelsea,E09000020,2023-03-23,7,49014,5,46261,2,2753
ltla,Kensington and Chelsea,E09000020,2023-03-22,3,49007,3,46256,0,2751
ltla,Kensington and Chelsea,E09000020,2023-03-21,3,49004,3,46253,0,2751
ltla,Kensington and Chelsea,E09000020,2023-03-20,7,49001,3,46250,4,2751
ltla,Kensington and Chelsea,E09000020,2023-03-19,4,48994,3,46247,1,2747
ltla,Kensington and Chelsea,E09000020,2023-03-18,6,48990,4,46244,2,2746
ltla,Kensington and Chelsea,E09000020,2023-03-17,7,48984,3,46240,4,2744
ltla,Kensington and Chelsea,E09000020,2023-03-16,6,48977,4,46237,2,2740
ltla,Kensington and Chelsea,E09000020,2023-03-15,6,48971,4,46233,2,2738
ltla,Kensington and Chelsea,E09000020,2023-03-14,8,48965,7,46229,1,2736
ltla,Kensington and Chelsea,E09000020,2023-03-13,7,48957,4,46222,3,2735
ltla,Kensington and Chelsea,E09000020,2023-03-12,4,48950,3,46218,1,2732
ltla,Kensington and Chelsea,E09000020,2023-03-11,4,48946,3,46215,1,2731
ltla,Kensington and Chelsea,E09000020,2023-03-10,2,48942,2,46212,0,2730
ltla,Kensington and Chelsea,E09000020,2023-03-09,0,48940,0,46210,0,2730
ltla,Kensington and Chelsea,E09000020,2023-03-08,7,48940,7,46210,0,2730
ltla,Kensington and Chelsea,E09000020,2023-03-07,4,48933,4,46203,0,2730
ltla,Kensington and Chelsea,E09000020,2023-03-06,7,48929,4,46199,3,2730
ltla,Kensington and Chelsea,E09000020,2023-03-05,3,48922,1,46195,2,2727
ltla,Kensington and Chelsea,E09000020,2023-03-04,4,48919,4,46194,0,2725
ltla,Kensington and Chelsea,E09000020,2023-03-03,3,48915,1,46190,2,2725
ltla,Kensington and Chelsea,E09000020,2023-03-02,3,48912,1,46189,2,2723
ltla,Kensington and Chelsea,E09000020,2023-03-01,9,48909,7,46188,2,2721
ltla,Kensington and Chelsea,E09000020,2023-02-28,2,48900,2,46181,0,2719
ltla,Kensington and Chelsea,E09000020,2023-02-27,3,48898,2,46179,1,2719
ltla,Kensington and Chelsea,E09000020,2023-02-26,5,48895,4,46177,1,2718
ltla,Kensington and Chelsea,E09000020,2023-02-25,2,48890,2,46173,0,2717
ltla,Kensington and Chelsea,E09000020,2023-02-24,4,48888,3,46171,1,2717
ltla,Kensington and Chelsea,E09000020,2023-02-23,6,48884,5,46168,1,2716
ltla,Kensington and Chelsea,E09000020,2023-02-22,5,48878,2,46163,3,2715
ltla,Kensington and Chelsea,E09000020,2023-02-21,4,48873,2,46161,2,2712
ltla,Kensington and Chelsea,E09000020,2023-02-20,8,48869,6,46159,2,2710
ltla,Kensington and Chelsea,E09000020,2023-02-19,5,48861,4,46153,1,2708
ltla,Kensington and Chelsea,E09000020,2023-02-18,11,48856,11,46149,0,2707
ltla,Kensington and Chelsea,E09000020,2023-02-17,5,48845,2,46138,3,2707
ltla,Kensington and Chelsea,E09000020,2023-02-16,13,48840,7,46136,6,2704
ltla,Kensington and Chelsea,E09000020,2023-02-15,7,48827,5,46129,2,2698
ltla,Kensington and Chelsea,E09000020,2023-02-14,6,48820,6,46124,0,2696
ltla,Kensington and Chelsea,E09000020,2023-02-13,5,48814,3,46118,2,2696
ltla,Kensington and Chelsea,E09000020,2023-02-12,6,48809,5,46115,1,2694
ltla,Kensington and Chelsea,E09000020,2023-02-11,9,48803,7,46110,2,2693
ltla,Kensington and Chelsea,E09000020,2023-02-10,5,48794,4,46103,1,2691
ltla,Kensington and Chelsea,E09000020,2023-02-09,14,48789,7,46099,7,2690
ltla,Kensington and Chelsea,E09000020,2023-02-08,4,48775,3,46092,1,2683
ltla,Kensington and Chelsea,E09000020,2023-02-07,2,48771,1,46089,1,2682
ltla,Kensington and Chelsea,E09000020,2023-02-06,6,48769,3,46088,3,2681
ltla,Kensington and Chelsea,E09000020,2023-02-05,6,48763,5,46085,1,2678
ltla,Kensington and Chelsea,E09000020,2023-02-04,2,48757,1,46080,1,2677
ltla,Kensington and Chelsea,E09000020,2023-02-03,5,48755,3,46079,2,2676
ltla,Kensington and Chelsea,E09000020,2023-02-02,0,48750,0,46076,0,2674
ltla,Kensington and Chelsea,E09000020,2023-02-01,5,48750,4,46076,1,2674
ltla,Kensington and Chelsea,E09000020,2023-01-31,3,48745,3,46072,0,2673
ltla,Kensington and Chelsea,E09000020,2023-01-30,4,48742,4,46069,0,2673
ltla,Kensington and Chelsea,E09000020,2023-01-29,1,48738,1,46065,0,2673
