areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
ltla,Merton,E09000024,2023-04-12,0,79283,0,73801,0,5482
ltla,Merton,E09000024,2023-04-11,3,79283,2,73801,1,5482
ltla,Merton,E09000024,2023-04-10,3,79280,2,73799,1,5481
ltla,Merton,E09000024,2023-04-09,3,79277,3,73797,0,5480
ltla,Merton,E09000024,2023-04-08,0,79274,0,73794,0,5480
ltla,Merton,E09000024,2023-04-07,3,79274,3,73794,0,5480
ltla,Merton,E09000024,2023-04-06,7,79271,6,73791,1,5480
ltla,Merton,E09000024,2023-04-05,3,79264,1,73785,2,5479
ltla,Merton,E09000024,2023-04-04,2,79261,0,73784,2,79261
ltla,Merton,E09000024,2023-04-03,9,79259,5,73784,4,5475
ltla,Merton,E09000024,2023-04-02,7,79250,6,73779,1,5471
ltla,Merton,E09000024,2023-04-01,4,79243,3,73773,1,5470
ltla,Merton,E09000024,2023-03-31,5,79239,4,73770,1,5469
ltla,Merton,E09000024,2023-03-30,3,79234,1,73766,2,5468
ltla,Merton,E09000024,2023-03-29,6,79231,2,73765,4,5466
ltla,Merton,E09000024,2023-03-28,4,79225,3,73763,1,5462
ltla,Merton,E09000024,2023-03-27,7,79221,5,73760,2,5461
ltla,Merton,E09000024,2023-03-26,9,79214,5,73755,4,5459
ltla,Merton,E09000024,2023-03-25,4,79205,2,73750,2,5455
ltla,Merton,E09000024,2023-03-24,3,79201,3,73748,0,5453
ltla,Merton,E09000024,2023-03-23,6,79198,3,73745,3,5453
ltla,Merton,E09000024,2023-03-22,6,79192,2,73742,4,5450
ltla,Merton,E09000024,2023-03-21,12,79186,7,73740,5,5446
ltla,Merton,E09000024,2023-03-20,10,79174,8,73733,2,5441
ltla,Merton,E09000024,2023-03-19,5,79164,3,73725,2,5439
ltla,Merton,E09000024,2023-03-18,5,79159,1,73722,4,5437
ltla,Merton,E09000024,2023-03-17,10,79154,8,73721,2,5433
ltla,Merton,E09000024,2023-03-16,26,79144,16,73713,10,5431
ltla,Merton,E09000024,2023-03-15,8,79118,4,73697,4,5421
ltla,Merton,E09000024,2023-03-14,7,79110,3,73693,4,5417
ltla,Merton,E09000024,2023-03-13,11,79103,7,73690,4,5413
ltla,Merton,E09000024,2023-03-12,9,79092,5,73683,4,5409
ltla,Merton,E09000024,2023-03-11,6,79083,1,73678,5,5405
ltla,Merton,E09000024,2023-03-10,5,79077,5,73677,0,5400
ltla,Merton,E09000024,2023-03-09,12,79072,6,73672,6,5400
ltla,Merton,E09000024,2023-03-08,10,79060,5,73666,5,5394
