"","Group.1","x"
"775","E09000025, E09000009",399.0838
"776","E09000025, E09000010",399.2344
"777","E09000025, E09000011",904.4748
"778","E09000025, E09000012",659.8503
"779","E09000025, E09000013",242.1765
"780","E09000025, E09000014",497.912
"781","E09000025, E09000015",255.918
"782","E09000025, E09000016",1522.6264
"783","E09000025, E09000017",267.4829
"784","E09000025, E09000018",220.8272
"785","E09000025, E09000019",362.9269
"786","E09000025, E09000020",96.1993
"787","E09000025, E09000021",124.7038
"788","E09000025, E09000022",418.3676
"789","E09000025, E09000023",635.5666
"790","E09000025, E09000024",213.9932
"791","E09000025, E09000026",3903.6297
"792","E09000025, E09000027",129.2425
"793","E09000025, E09000028",603.8941
"794","E09000025, E09000029",160.0867
"795","E09000025, E09000030",1752.2259
"796","E09000025, E09000031",1889.3681
"797","E09000025, E09000032",371.8127
"798","E09000025, E09000033",266.6663
"799","E09000026, E09000001",8.6205
"800","E09000026, E09000002",2819.5443
"801","E09000026, E09000003",265.0289
"802","E09000026, E09000004",184.1775
"803","E09000026, E09000005",189.0345
"804","E09000026, E09000006",134.0254
"805","E09000026, E09000007",119.6274
"806","E09000026, E09000008",183.5949
"807","E09000026, E09000009",224.2758
"808","E09000026, E09000010",286.9803
"809","E09000026, E09000011",300.2901
"810","E09000026, E09000012",310.0264
"811","E09000026, E09000013",75.1567
"812","E09000026, E09000014",236.91
"813","E09000026, E09000015",169.2816
"814","E09000026, E09000016",2305.0322
"815","E09000026, E09000017",253.7923
"816","E09000026, E09000018",143.4418
"817","E09000026, E09000019",135.094
"818","E09000026, E09000020",56.9982
"819","E09000026, E09000021",77.0699
"820","E09000026, E09000022",145.9824
"821","E09000026, E09000023",192.0194
"822","E09000026, E09000024",76.5799
"823","E09000026, E09000025",1865.1645
"824","E09000026, E09000027",42.8671
"825","E09000026, E09000028",186.1762
"826","E09000026, E09000029",72.6698
"827","E09000026, E09000030",577.1508
"828","E09000026, E09000031",1266.9955
"829","E09000026, E09000032",134.7932
"830","E09000026, E09000033",125.6445
"831","E09000027, E09000001",9.8506
"832","E09000027, E09000002",10.8624
"833","E09000027, E09000003",84.0063
"834","E09000027, E09000004",15.656
"835","E09000027, E09000005",118.1778
"836","E09000027, E09000006",91.7851
"837","E09000027, E09000007",131.6405
"838","E09000027, E09000008",108.9325
"839","E09000027, E09000009",269.3041
"840","E09000027, E09000010",31.636
"841","E09000027, E09000011",78.1828
"842","E09000027, E09000012",111.821
"843","E09000027, E09000013",308.2984
"844","E09000027, E09000014",94.9167
"845","E09000027, E09000015",56.4173
"846","E09000027, E09000016",39.2909
"847","E09000027, E09000017",125.6701
"848","E09000027, E09000018",1335.0566
"849","E09000027, E09000019",93.418
"850","E09000027, E09000020",130.9544
"851","E09000027, E09000021",975.6435
"852","E09000027, E09000022",318.554
"853","E09000027, E09000023",103.7872
"854","E09000027, E09000024",241.4764
"855","E09000027, E09000025",47.3642
"856","E09000027, E09000026",38.3164
"857","E09000027, E09000028",183.742
"858","E09000027, E09000029",117.689
"859","E09000027, E09000030",138.4566
"860","E09000027, E09000031",58.9056
"861","E09000027, E09000032",733.5662
"862","E09000027, E09000033",153.6273
"863","E09000028, E09000001",73.571
"864","E09000028, E09000002",202.6908
"865","E09000028, E09000003",336.1677
"866","E09000028, E09000004",523.4839
"867","E09000028, E09000005",365.8935
"868","E09000028, E09000006",1103.2003
"869","E09000028, E09000007",762.7847
"870","E09000028, E09000008",1263.6476
"871","E09000028, E09000009",331.3865
"872","E09000028, E09000010",170.3318
"873","E09000028, E09000011",1300.6193
"874","E09000028, E09000012",842.0576
"875","E09000028, E09000013",454.8948
"876","E09000028, E09000014",543.8583
"877","E09000028, E09000015",163.0419
"878","E09000028, E09000016",117.7728
"879","E09000028, E09000017",179.2772
"880","E09000028, E09000018",190.0761
"881","E09000028, E09000019",774.005
"882","E09000028, E09000020",328.9919
"883","E09000028, E09000021",217.2677
"884","E09000028, E09000022",3346.6702
"885","E09000028, E09000023",3874.7567
"886","E09000028, E09000024",412.1947
"887","E09000028, E09000025",691.3658
"888","E09000028, E09000026",196.4621
"889","E09000028, E09000027",251.4356
"890","E09000028, E09000029",181.9629
"891","E09000028, E09000030",1326.8145
"892","E09000028, E09000031",361.2808
"893","E09000028, E09000032",1192.1205
"894","E09000028, E09000033",611.1412
"895","E09000029, E09000002",14.307
"896","E09000029, E09000003",54.1697
"897","E09000029, E09000004",40.1178
"898","E09000029, E09000005",45.8153
"899","E09000029, E09000006",112.4427
"900","E09000029, E09000007",57.6012
"901","E09000029, E09000008",1201.5511
"902","E09000029, E09000009",56.7288
"903","E09000029, E09000010",18.0357
"904","E09000029, E09000011",52.604
"905","E09000029, E09000012",31.2636
"906","E09000029, E09000013",41.9204
"907","E09000029, E09000014",25.2781
"908","E09000029, E09000015",36.431
"909","E09000029, E09000016",20.2536
"910","E09000029, E09000017",58.5639
"911","E09000029, E09000018",64.9176
"912","E09000029, E09000019",34.6024
"913","E09000029, E09000020",16.8527
"914","E09000029, E09000021",481.4393
"915","E09000029, E09000022",215.2499
"916","E09000029, E09000023",91.4948
"917","E09000029, E09000024",857.8283
"918","E09000029, E09000025",37.0472
"919","E09000029, E09000026",47.4227
"920","E09000029, E09000027",101.3373
"921","E09000029, E09000028",100.226
"922","E09000029, E09000030",58.9253
"923","E09000029, E09000031",34.9372
"924","E09000029, E09000032",283.7889
"925","E09000029, E09000033",42.0498
"926","E09000030, E09000001",51.6763
"927","E09000030, E09000002",780.9228
"928","E09000030, E09000003",424.7758
"929","E09000030, E09000004",254.6259
"930","E09000030, E09000005",495.199
"931","E09000030, E09000006",419.4593
"932","E09000030, E09000007",734.4462
"933","E09000030, E09000008",266.9686
"934","E09000030, E09000009",403.0904
"935","E09000030, E09000010",250.1016
"936","E09000030, E09000011",1102.6177
"937","E09000030, E09000012",2295.2737
"938","E09000030, E09000013",532.5354
"939","E09000030, E09000014",615.0495
"940","E09000030, E09000015",164.6426
"941","E09000030, E09000016",470.2125
"942","E09000030, E09000017",136.721
"943","E09000030, E09000018",198.1873
"944","E09000030, E09000019",1163.2371
"945","E09000030, E09000020",326.6677
"946","E09000030, E09000021",148.8224
"947","E09000030, E09000022",918.1914
"948","E09000030, E09000023",1126.6506
"949","E09000030, E09000024",305.9971
"950","E09000030, E09000025",2634.28
"951","E09000030, E09000026",1122.6219
"952","E09000030, E09000027",239.6559
"953","E09000030, E09000028",1432.7871
"954","E09000030, E09000029",119.4666
"955","E09000030, E09000031",995.6261
"956","E09000030, E09000032",786.6622
"957","E09000030, E09000033",660.7567
"958","E09000031, E09000001",7.3402
"959","E09000031, E09000002",973.2943
"960","E09000031, E09000003",372.857
"961","E09000031, E09000004",164.0171
"962","E09000031, E09000005",424.674
"963","E09000031, E09000006",148.3374
"964","E09000031, E09000007",206.0195
"965","E09000031, E09000008",225.4588
"966","E09000031, E09000009",238.7554
"967","E09000031, E09000010",935.4447
"968","E09000031, E09000011",367.535
"969","E09000031, E09000012",795.0313
"970","E09000031, E09000013",132.4817
"971","E09000031, E09000014",861.9491
"972","E09000031, E09000015",115.4762
"973","E09000031, E09000016",702.5541
"974","E09000031, E09000017",183.7498
"975","E09000031, E09000018",91.9311
"976","E09000031, E09000019",313.2052
"977","E09000031, E09000020",69.6062
"978","E09000031, E09000021",64.244
"979","E09000031, E09000022",309.519
"980","E09000031, E09000023",341.2668
"981","E09000031, E09000024",116.811
"982","E09000031, E09000025",1922.4866
"983","E09000031, E09000026",2455.1401
"984","E09000031, E09000027",61.8695
"985","E09000031, E09000028",276.6194
"986","E09000031, E09000029",80.1834
"987","E09000031, E09000030",576.3833
"988","E09000031, E09000032",282.1993
"989","E09000031, E09000033",184.1644
"990","E09000032, E09000001",27.7602
"991","E09000032, E09000002",93.7973
"992","E09000032, E09000003",301.8478
"993","E09000032, E09000004",111.0977
"994","E09000032, E09000005",405.0386
"995","E09000032, E09000006",524.8402
"996","E09000032, E09000007",516.0128
"997","E09000032, E09000008",1496.6819
"998","E09000032, E09000009",601.284
"999","E09000032, E09000010",150.4316
"1000","E09000032, E09000011",434.6672
"1001","E09000032, E09000012",596.3481
"1002","E09000032, E09000013",1252.2549
"1003","E09000032, E09000014",416.291
"1004","E09000032, E09000015",144.6567
"1005","E09000032, E09000016",69.7671
"1006","E09000032, E09000017",195.3647
"1007","E09000032, E09000018",489.304
"1008","E09000032, E09000019",630.989
"1009","E09000032, E09000020",449.5364
"1010","E09000032, E09000021",1118.6483
"1011","E09000032, E09000022",4026.3992
"1012","E09000032, E09000023",743.7531
"1013","E09000032, E09000024",3233.2315
"1014","E09000032, E09000025",361.585
"1015","E09000032, E09000026",158.9724
"1016","E09000032, E09000027",1271.1863
"1017","E09000032, E09000028",1307.0505
"1018","E09000032, E09000029",853.4857
"1019","E09000032, E09000030",660.3017
"1020","E09000032, E09000031",256.5632
"1021","E09000032, E09000033",520.4786
"1022","E09000033, E09000001",55.0389
"1023","E09000033, E09000002",100.5018
"1024","E09000033, E09000003",697.0441
"1025","E09000033, E09000004",50.3279
"1026","E09000033, E09000005",1502.837
"1027","E09000033, E09000006",136.3574
"1028","E09000033, E09000007",1928.085
"1029","E09000033, E09000008",155.0893
"1030","E09000033, E09000009",807.698400000001
"1031","E09000033, E09000010",159.8687
"1032","E09000033, E09000011",261.2482
"1033","E09000033, E09000012",495.9103
"1034","E09000033, E09000013",1530.1082
"1035","E09000033, E09000014",420.8052
"1036","E09000033, E09000015",259.9131
"1037","E09000033, E09000016",68.1545
"1038","E09000033, E09000017",265.9011
"1039","E09000033, E09000018",276.1218
"1040","E09000033, E09000019",818.8546
"1041","E09000033, E09000020",2168.2076
"1042","E09000033, E09000021",134.4584
"1043","E09000033, E09000022",898.0976
"1044","E09000033, E09000023",320.1191
"1045","E09000033, E09000024",301.1351
"1046","E09000033, E09000025",314.5747
"1047","E09000033, E09000026",129.1757
"1048","E09000033, E09000027",304.3798
"1049","E09000033, E09000028",756.9878
"1050","E09000033, E09000029",87.5666
"1051","E09000033, E09000030",707.0135
"1052","E09000033, E09000031",207.6753
"1053","E09000033, E09000032",1104.5294
