"data","stato","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","totale_casi"
"2020-03-09T18:00:00","ITA",3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,739
"2020-03-09T18:00:00","ITA",3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,296
"2020-03-09T18:00:00","ITA",3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,916
"2020-03-09T18:00:00","ITA",3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,102
"2020-03-09T18:00:00","ITA",3,"Lombardia",97,"Lecco","LC",45.85575781,9.393392246,66
"2020-03-09T18:00:00","ITA",3,"Lombardia",98,"Lodi","LO",45.31440693,9.503720769,928
"2020-03-09T18:00:00","ITA",3,"Lombardia",108,"Monza e della Brianza","MB",45.58439043,9.273582472,64
"2020-03-09T18:00:00","ITA",3,"Lombardia",988,"In fase di definizione/aggiornamento","",NA,NA,516
"2020-03-10T18:00:00","ITA",3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,50
"2020-03-10T18:00:00","ITA",3,"Lombardia",13,"Como","CO",45.8099912,9.085159546,46
"2020-03-10T18:00:00","ITA",3,"Lombardia",14,"Sondrio","SO",46.17099261,9.87147489,7
"2020-03-10T18:00:00","ITA",3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,592
"2020-03-10T18:00:00","ITA",3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,1472
"2020-03-10T18:00:00","ITA",3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,790
"2020-03-10T18:00:00","ITA",3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,324
"2020-03-10T18:00:00","ITA",3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,957
"2020-03-10T18:00:00","ITA",3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,119
"2020-03-10T18:00:00","ITA",3,"Lombardia",97,"Lecco","LC",45.85575781,9.393392246,89
"2020-03-10T18:00:00","ITA",3,"Lombardia",98,"Lodi","LO",45.31440693,9.503720769,963
"2020-03-10T18:00:00","ITA",3,"Lombardia",108,"Monza e della Brianza","MB",45.58439043,9.273582472,65
"2020-03-10T18:00:00","ITA",3,"Lombardia",988,"In fase di definizione/aggiornamento","",NA,NA,317
"2020-03-11T17:00:00","ITA",3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,75
"2020-03-11T17:00:00","ITA",3,"Lombardia",13,"Como","CO",45.8099912,9.085159546,77
"2020-03-11T17:00:00","ITA",3,"Lombardia",14,"Sondrio","SO",46.17099261,9.87147489,13
"2020-03-11T17:00:00","ITA",3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,925
"2020-03-11T17:00:00","ITA",3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,1815
"2020-03-11T17:00:00","ITA",3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,1351
"2020-03-11T17:00:00","ITA",3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,403
"2020-03-11T17:00:00","ITA",3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,1061
"2020-03-11T17:00:00","ITA",3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,137
"2020-03-11T17:00:00","ITA",3,"Lombardia",97,"Lecco","LC",45.85575781,9.393392246,113
"2020-03-11T17:00:00","ITA",3,"Lombardia",98,"Lodi","LO",45.31440693,9.503720769,1035
