"data","stato","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","totale_casi"
"2020-04-06T17:00:00","ITA",12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,349
"2020-04-06T17:00:00","ITA",12,"Lazio",60,"Frosinone","FR",41.63964569,13.35117161,374
"2020-04-06T17:00:00","ITA",12,"Lazio",986,"In fase di definizione/aggiornamento","",NA,NA,30
"2020-04-07T17:00:00","ITA",12,"Lazio",56,"Viterbo","VT",42.4173828,12.10473416,262
"2020-04-07T17:00:00","ITA",12,"Lazio",57,"Rieti","RI",42.40488444,12.86205939,268
"2020-04-07T17:00:00","ITA",12,"Lazio",58,"Roma","RM",41.89277044,12.48366722,2830
"2020-04-07T17:00:00","ITA",12,"Lazio",59,"Latina","LT",41.46759465,12.90368482,356
"2020-04-07T17:00:00","ITA",12,"Lazio",60,"Frosinone","FR",41.63964569,13.35117161,401
"2020-04-07T17:00:00","ITA",12,"Lazio",986,"In fase di definizione/aggiornamento","",NA,NA,32
"2020-04-08T17:00:00","ITA",12,"Lazio",56,"Viterbo","VT",42.4173828,12.10473416,263
