area_code,year,quarter,mean_rent_per_month,median_rent_per_month,area_code_21
E02000673,2016,4,1353.823529,1285.0,E02000673
E02000674,2016,4,1063.857143,1073.0,E02000674
E02000675,2016,4,1223.652174,1274.5,E02000675
E02000676,2016,4,1418.055556,1300.0,E02000676
E02000677,2016,4,1352.195122,1300.0,E02000677
E02000679,2016,4,1138.6,1034.0,E02000679
E02000680,2016,4,1203.272727,1200.0,E02000680
E02000681,2016,4,1059.4,1001.0,E02000681
E02000687,2016,4,1381.090909,1375.0,E02000687
E02000689,2016,4,1768.2,1700.0,E02000689
E02000690,2016,4,1665.909091,1500.0,E02000690
E02000691,2016,4,1617.05,1500.0,E02000691
E02000692,2016,4,1938.017857,1650.0,E02000692
E02000693,2016,4,1360.370968,1350.0,E02000693
E02000694,2016,4,1509.297619,1375.0,E02000694
E02000695,2016,4,1646.1,1825.0,E02000695
E02000696,2016,4,1483.384615,1287.5,E02000696
E02000697,2016,4,1540.242857,1550.0,E02000697
E02000698,2016,4,1834.368421,2000.0,E02000698
E02000699,2016,4,1749.69697,1500.0,E02000699
E02000700,2016,4,1158.740741,1260.0,E02000700
E02000701,2016,4,1296.733333,1250.0,E02000701
E02000702,2016,4,1414.692308,1300.0,E02000702
E02000703,2016,4,1562.413793,1425.0,E02000703
E02000704,2016,4,1453.25,1350.0,E02000704
E02000706,2016,4,1105.875,1100.0,E02000706
E02000708,2016,4,1749.529412,1800.0,E02000708
E02000710,2016,4,1322.642857,1250.0,E02000710
E02000711,2016,4,1328.125,1450.0,E02000711
E02000712,2016,4,1297.692308,1350.0,E02000712
E02000714,2016,4,1598.73913,1673.0,E02000714
E02000715,2016,4,1450.0,1575.0,E02000715
E02000716,2016,4,1396.153846,1375.0,E02000716
E02000717,2016,4,1289.363636,1339.0,E02000717
E02000718,2016,4,1429.0,1500.0,E02000718
E02000719,2016,4,1457.083333,1700.0,E02000719
E02000720,2016,4,1327.956522,1220.0,E02000720
E02000721,2016,4,1350.461538,1400.0,E02000721
E02000722,2016,4,1379.103448,1475.0,E02000722
E02000723,2016,4,2914.9,1600.0,E02000723
E02000724,2016,4,1510.869565,1700.0,E02000724
E02000725,2016,4,1725.478261,1300.0,E02000725
E02000726,2016,4,1373.653846,1343.0,E02006995
E02000728,2016,4,1607.647059,1698.0,E02000728
E02000729,2016,4,1426.769231,1375.0,E02000729
E02000730,2016,4,1195.818182,1250.0,E02000730
E02000731,2016,4,1292.53125,1391.0,E02000731
E02000733,2016,4,1416.047619,1325.0,E02000733
E02000734,2016,4,1204.481481,1175.5,E02000734
E02000735,2016,4,1224.428571,1150.0,E02000735
E02000736,2016,4,2148.294118,1599.5,E02000736
E02000737,2016,4,1675.074074,1750.0,E02000737
E02000738,2016,4,1362.454545,1425.0,E02000738
E02000739,2016,4,1250.533333,1450.0,E02000739
E02000740,2016,4,1361.75,1500.0,E02000740
E02000741,2016,4,1370.0,1400.0,E02000741
E02000742,2016,4,1209.421053,1250.0,E02000742
E02000743,2016,4,1490.789474,1500.0,E02000743
E02000744,2016,4,1431.0,1475.0,E02000744
E02000745,2016,4,1261.785714,1343.0,E02000745
E02000746,2016,4,1365.541667,1352.0,E02000746
E02000747,2016,4,1607.318182,1625.0,E02000747
E02000748,2016,4,1316.6875,1300.0,E02000748
E02000749,2016,4,1520.454545,1495.0,E02000749
E02000750,2016,4,1502.919192,1440.0,E02006998
E02000751,2016,4,1867.0,1600.0,E02000751
E02000753,2016,4,1520.789474,1650.0,E02000753
E02000756,2016,4,1424.25,1295.0,E02000756
E02000757,2016,4,1379.842105,1250.0,E02000757
E02000759,2016,4,1323.727273,1249.0,E02000759
E02000760,2016,4,1033.0,1100.0,E02000760
E02000762,2016,4,1637.533333,1700.0,E02000762
E02000763,2016,4,1401.851852,1500.0,E02000763
E02000764,2016,4,1298.181818,1250.0,E02000764
E02000765,2016,4,1391.823529,1300.0,E02000765
E02000767,2016,4,1197.444444,1300.0,E02000767
E02000768,2016,4,1725.833333,1650.0,E02000768
E02000769,2016,4,5081.402985,1175.0,E02007017
E02000770,2016,4,1002.808511,950.0,E02000770
E02000772,2016,4,1411.421053,1525.0,E02000772
E02000773,2016,4,1365.866667,1350.0,E02000773
E02000774,2016,4,1263.625,1250.0,E02000774
E02000776,2016,4,1287.742857,1250.0,E02000776
E02000779,2016,4,1152.153846,1100.0,E02000779
E02000780,2016,4,1376.094595,1469.0,E02007019
E02000781,2016,4,1379.886364,1192.0,E02000781
E02000782,2016,4,1226.325,1150.0,E02000782
E02000783,2016,4,1099.888889,1300.0,E02000783
E02000784,2016,4,2741.595238,2200.0,E02000784
E02000785,2016,4,2183.724138,1875.0,E02000785
E02000786,2016,4,2221.682927,1637.5,E02000786
E02000787,2016,4,2002.304348,1662.5,E02000787
E02000788,2016,4,1712.3125,1410.0,E02000788
E02000789,2016,4,1813.866667,1700.0,E02000789
E02000790,2016,4,1989.0,1595.0,E02000790
E02000791,2016,4,2431.625,1850.0,E02000791
E02000792,2016,4,1935.228571,1650.0,E02000792
E02000793,2016,4,1254.52381,1350.0,E02000793
E02000794,2016,4,1777.210526,1425.0,E02000794
E02000797,2016,4,1307.84,1312.5,E02000797
E02000798,2016,4,1436.25,1350.0,E02000798
E02000799,2016,4,1334.285714,1275.0,E02000799
E02000802,2016,4,1984.454545,1300.0,E02000802
E02000803,2016,4,1179.285714,1100.0,E02000803
E02000804,2016,4,1399.6875,1300.0,E02000804
E02000805,2016,4,1450.47619,1265.0,E02000805
E02000806,2016,4,1646.666667,1575.0,E02000806
E02000807,2016,4,1469.302326,1497.5,E02000807
E02000808,2016,4,2163.171875,2145.0,E02000808
E02000809,2016,4,2037.316456,1917.5,E02006941
E02000810,2016,4,1862.40625,1733.0,E02000810
E02000812,2016,4,1766.21875,1647.0,E02000812
E02000813,2016,4,1837.714286,1842.0,E02000813
E02000814,2016,4,1584.596154,1600.0,E02000814
E02000815,2016,4,1971.370968,1993.0,E02000815
E02000816,2016,4,1519.625,1387.0,E02000816
E02000817,2016,4,1042.2,1250.0,E02000817
E02000818,2016,4,1526.866667,1571.0,E02000818
E02000819,2016,4,1776.733333,1375.0,E02000819
E02000820,2016,4,1906.129032,1733.0,E02000820
E02000821,2016,4,1467.3,1400.0,E02000821
E02000823,2016,4,1755.5,1550.0,E02000823
E02000824,2016,4,1586.619048,1825.0,E02000824
E02000827,2016,4,1363.125,1387.0,E02000827
E02000828,2016,4,1441.111111,1275.0,E02000828
E02000829,2016,4,1811.178571,1895.0,E02000829
E02000830,2016,4,1545.75,1525.0,E02000830
E02000831,2016,4,1742.941176,1622.5,E02000831
E02000832,2016,4,1705.181818,1550.0,E02000832
E02000834,2016,4,1517.15,1400.0,E02000834
E02000835,2016,4,1531.454545,1375.0,E02000835
E02000837,2016,4,1782.357143,1647.0,E02000837
E02000838,2016,4,1564.0625,1600.0,E02000838
E02000839,2016,4,1263.0,1150.0,E02000839
E02000841,2016,4,1122.727273,1200.0,E02000841
E02000842,2016,4,1465.0,1625.0,E02000842
E02000843,2016,4,995.2173913,1000.0,E02000843
E02000845,2016,4,1466.052632,1325.0,E02000845
E02000846,2016,4,1113.225806,1000.0,E02000846
E02000847,2016,4,1449.0,1500.0,E02000847
E02000850,2016,4,1151.666667,1050.0,E02000850
E02000851,2016,4,1076.423077,1100.0,E02000851
E02000852,2016,4,1125.454545,1150.0,E02000852
E02000853,2016,4,1154.166667,1100.0,E02000853
E02000854,2016,4,1147.425,1061.0,E02000854
E02000855,2016,4,1494.285714,1250.0,E02000855
E02000856,2016,4,908.3333333,900.0,E02000856
E02000857,2016,4,1101.142857,1100.0,E02000857
E02000858,2016,4,1051.818182,887.5,E02000858
E02000859,2016,4,1088.666667,1075.0,E02000859
E02000860,2016,4,1042.765957,1000.0,E02000860
E02000864,2016,4,1534.590909,1798.0,E02000864
E02000865,2016,4,1879.888889,1595.0,E02000865
E02000866,2016,4,1815.193548,1950.0,E02000866
E02000867,2016,4,1795.804878,1636.0,E02000867
E02000868,2016,4,1749.5,1690.0,E02000868
E02000869,2016,4,1663.882353,1673.5,E02000869
E02000870,2016,4,1860.372093,1950.0,E02000870
E02000871,2016,4,1404.725806,1385.0,E02000871
E02000872,2016,4,1662.142857,1635.5,E02000872
E02000873,2016,4,1718.592593,1774.0,E02000873
E02000874,2016,4,1337.166667,1200.0,E02000874
E02000875,2016,4,1468.071429,1560.0,E02000875
E02000876,2016,4,1726.233333,1690.0,E02000876
E02000877,2016,4,1673.606061,1612.5,E02000877
E02000878,2016,4,2155.4625,1950.0,E02000878
E02000879,2016,4,1421.516129,1325.0,E02000879
E02000880,2016,4,1842.628571,1625.0,E02000880
E02000881,2016,4,1331.138889,1322.0,E02000881
E02000882,2016,4,1675.666667,1863.0,E02000882
E02000883,2016,4,1186.5,1127.0,E02000883
E02000884,2016,4,1744.90625,1699.0,E02000884
E02000885,2016,4,1484.576923,1560.0,E02000885
E02000886,2016,4,1630.145455,1560.0,E02000886
E02000887,2016,4,1360.225806,1430.0,E02000887
E02000888,2016,4,1677.583333,1560.0,E02000888
E02000889,2016,4,1745.654545,1733.0,E02000889
E02000890,2016,4,2533.458333,1907.0,E02000890
E02000891,2016,4,1714.264249,1647.0,E02007112
E02000893,2016,4,1857.039474,1690.0,E02000893
E02000894,2016,4,1850.634731,1588.5,E02000894
E02000895,2016,4,1329.363636,1337.5,E02000895
E02000896,2016,4,1405.545455,1400.0,E02000896
E02000897,2016,4,1158.051282,1045.0,E02000897
E02000898,2016,4,1265.333333,1262.5,E02000898
E02000899,2016,4,1302.526316,1212.5,E02000899
E02000900,2016,4,1206.727273,950.0,E02000900
E02000902,2016,4,1349.090909,1500.0,E02000902
E02000904,2016,4,1493.47619,1525.0,E02000904
E02000905,2016,4,1392.025641,1300.0,E02000905
E02000906,2016,4,1241.261905,1300.0,E02000906
E02000907,2016,4,1311.56,1400.0,E02000907
E02000908,2016,4,1252.029412,1200.0,E02000908
E02000909,2016,4,1142.0,1250.0,E02000909
E02000910,2016,4,1462.780488,1300.0,E02000910
E02000911,2016,4,1309.388889,1250.0,E02000911
E02000912,2016,4,1336.125,1600.0,E02000912
E02000913,2016,4,1357.565217,1450.0,E02000913
E02000914,2016,4,1377.319149,1250.0,E02000914
E02000915,2016,4,1305.466667,1174.0,E02000915
E02000916,2016,4,1132.0,1300.0,E02000916
E02000917,2016,4,1394.083333,1345.0,E02000917
E02000919,2016,4,1368.08,1250.0,E02000919
E02000920,2016,4,1430.571429,1375.0,E02000920
E02000921,2016,4,1180.681818,1175.0,E02000921
E02000922,2016,4,1365.909091,1325.0,E02000922
E02000923,2016,4,2225.0,1712.0,E02000923
E02000924,2016,4,1976.636364,1777.0,E02007083
E02000925,2016,4,1778.272727,1749.0,E02000925
E02000926,2016,4,2121.839286,2037.0,E02000926
E02000927,2016,4,2065.857143,1950.0,E02000927
E02000928,2016,4,1747.894737,1625.0,E02000928
E02000930,2016,4,2237.525,1998.0,E02000930
E02000931,2016,4,1926.666667,1801.0,E02000931
E02000932,2016,4,1965.708861,1716.5,E02000932
E02000933,2016,4,1824.333333,1695.0,E02000933
E02000934,2016,4,1866.180328,1601.0,E02000934
E02000936,2016,4,1636.590164,1600.0,E02000936
E02000937,2016,4,1945.0,1798.0,E02000937
E02000938,2016,4,1706.4,1549.5,E02000938
E02000939,2016,4,2094.571429,1765.5,E02000939
E02000940,2016,4,1636.791667,1500.0,E02000940
E02000941,2016,4,1645.263158,1525.0,E02000941
E02000942,2016,4,2017.428571,1650.0,E02000942
E02000943,2016,4,1971.968085,1777.0,E02000943
E02000946,2016,4,1582.793103,1550.0,E02000946
E02000947,2016,4,1801.0,1750.0,E02000947
E02000948,2016,4,1675.297619,1551.0,E02000948
E02000949,2016,4,1630.848485,1600.0,E02000949
E02000950,2016,4,1673.0,1600.0,E02000950
E02000951,2016,4,1912.972222,1551.0,E02000951
E02000952,2016,4,1897.756757,1842.0,E02000952
E02000953,2016,4,1572.553191,1500.0,E02000953
E02000954,2016,4,1798.848485,1775.0,E02000954
E02000955,2016,4,1784.277778,1690.0,E02000955
E02000956,2016,4,1700.988636,1650.0,E02000956
E02000957,2016,4,1633.378049,1550.0,E02000957
E02000958,2016,4,2155.380952,2400.0,E02000958
E02000959,2016,4,1348.666667,1324.0,E02000959
E02000960,2016,4,3080.290323,2058.0,E02000960
E02000961,2016,4,2780.22093,2000.0,E02000961
E02000962,2016,4,3048.798387,2340.0,E02000962
E02000963,2016,4,1809.111111,1950.0,E02000963
E02000964,2016,4,1630.394737,1625.0,E02000964
E02000965,2016,4,2324.640449,2145.0,E02000965
E02000966,2016,4,3319.575,2557.0,E02000966
E02000967,2016,4,2715.87395,2156.0,E02000967
E02000968,2016,4,1571.431373,1550.0,E02000968
E02000969,2016,4,1946.789474,1733.0,E02000969
E02000970,2016,4,4240.073826,2925.0,E02000970
E02000971,2016,4,2131.692308,2210.0,E02000971
E02000972,2016,4,2763.570175,2275.0,E02000972
E02000973,2016,4,2463.628571,2145.0,E02000973
E02000974,2016,4,3294.3,3250.0,E02000974
E02000975,2016,4,1976.494949,1701.0,E02000975
E02000976,2016,4,2128.648936,2015.0,E02000976
E02000977,2016,4,4778.492188,2817.0,E02000977
E02000978,2016,4,8094.068966,5850.0,E02000978
E02000979,2016,4,2275.727273,2200.0,E02000979
E02000980,2016,4,2272.928571,2145.0,E02000980
E02000981,2016,4,2054.866667,1869.0,E02000981
E02000982,2016,4,2906.016949,2437.5,E02000982
E02000983,2016,4,2353.3,1733.0,E02000983
E02000986,2016,4,518.9090909,510.0,E02000986
E02000995,2016,4,806.4615385,595.0,E02000995
E02001000,2016,4,462.7272727,450.0,E02001000
E02001011,2016,4,662.0833333,550.0,E02001011
E02001014,2016,4,599.4,575.0,E02001014
E02001017,2016,4,517.0833333,500.0,E02001017
E02001034,2016,4,498.4444444,477.0,E02001034
E02001036,2016,4,612.9166667,650.0,E02001036
E02001041,2016,4,699.0,700.0,E02001041
E02001048,2016,4,613.0769231,525.0,E02001048
E02001057,2016,4,808.0882353,795.0,E02006983
E02001059,2016,4,596.0,597.5,E02001059
E02001062,2016,4,998.1764706,842.5,E02001062
E02001063,2016,4,1068.8,850.0,E02001063
E02001069,2016,4,1460.055556,695.0,E02001069
E02001070,2016,4,854.45,630.0,E02001070
E02001071,2016,4,562.4545455,550.0,E02006985
E02001072,2016,4,685.0,597.5,E02001072
E02001076,2016,4,1652.136364,1560.0,E02001076
E02001077,2016,4,690.0,595.0,E02001077
E02001079,2016,4,1664.0,1644.5,E02001079
E02001080,2016,4,1476.032258,1072.5,E02001080
E02001148,2016,4,499.0909091,495.0,E02001148
E02001176,2016,4,655.8,600.0,E02001176
E02001177,2016,4,604.5588235,595.0,E02001177
E02001178,2016,4,870.7,725.0,E02006959
E02001184,2016,4,788.4333333,800.0,E02006961
E02001295,2016,4,458.4615385,457.5,E02001295
E02001299,2016,4,472.0,475.0,E02001299
E02001300,2016,4,475.8333333,450.0,E02001300
E02001301,2016,4,514.7222222,525.0,E02001301
E02001304,2016,4,549.1666667,550.0,E02001304
E02001305,2016,4,494.0909091,487.5,E02001305
E02001310,2016,4,521.08,485.0,E02001310
E02001313,2016,4,447.7272727,462.5,E02001313
E02001316,2016,4,429.6818182,425.0,E02001316
E02001320,2016,4,440.7692308,450.0,E02001320
E02001324,2016,4,496.1538462,500.0,E02001324
E02001327,2016,4,494.3333333,433.0,E02001327
E02001329,2016,4,439.0625,400.0,E02001329
E02001330,2016,4,508.1538462,525.0,E02001330
E02001331,2016,4,471.2,440.0,E02001331
E02001333,2016,4,614.0769231,575.0,E02001333
E02001335,2016,4,607.2352941,625.0,E02001335
E02001344,2016,4,733.7142857,760.0,E02001344
E02001348,2016,4,505.4166667,550.0,E02001348
E02001349,2016,4,502.2307692,525.0,E02001349
E02001350,2016,4,508.3636364,512.5,E02001350
E02001352,2016,4,513.2857143,450.0,E02001352
E02001355,2016,4,488.3333333,482.5,E02001355
E02001356,2016,4,658.2,695.0,E02001356
E02001358,2016,4,436.0416667,425.0,E02001358
E02001361,2016,4,495.1666667,450.0,E02001361
E02001363,2016,4,518.6363636,512.5,E02001363
E02001365,2016,4,449.6363636,450.0,E02001365
E02001366,2016,4,486.7826087,487.5,E02001366
E02001368,2016,4,521.3,500.0,E02001368
E02001369,2016,4,516.9,550.0,E02001369
E02001370,2016,4,428.1666667,450.0,E02001370
E02001373,2016,4,510.25,525.0,E02001373
E02001374,2016,4,753.3714286,462.5,E02001374
E02001376,2016,4,1113.591549,1040.0,E02001376
E02001377,2016,4,1346.366667,1127.0,E02001377
E02001378,2016,4,730.8,550.0,E02001378
E02001381,2016,4,625.047619,525.0,E02001381
E02001383,2016,4,768.3,675.0,E02001383
E02001384,2016,4,1208.016529,1105.0,E02001384
E02001385,2016,4,1035.722222,495.0,E02001385
E02001388,2016,4,1608.371429,1495.0,E02001388
E02001389,2016,4,603.6818182,550.0,E02001389
E02001394,2016,4,1024.891892,737.5,E02001394
E02001396,2016,4,652.6451613,650.0,E02001396
E02001397,2016,4,609.7368421,625.0,E02001397
E02001398,2016,4,673.7777778,625.0,E02001398
E02001401,2016,4,676.5,625.0,E02001401
E02001402,2016,4,731.25,700.0,E02001402
E02001403,2016,4,581.6666667,550.0,E02001403
E02001409,2016,4,477.9,500.0,E02001409
E02001416,2016,4,484.7,475.0,E02001416
E02001417,2016,4,467.6428571,425.0,E02001417
E02001419,2016,4,449.0454545,455.0,E02001419
E02001420,2016,4,489.9166667,450.0,E02001420
E02001421,2016,4,495.1428571,495.0,E02001421
E02001424,2016,4,543.3333333,495.0,E02006935
E02001426,2016,4,600.0,610.0,E02001426
E02001427,2016,4,525.5,575.0,E02001427
E02001432,2016,4,531.4545455,550.0,E02001432
E02001450,2016,4,796.1538462,772.5,E02001450
E02001456,2016,4,683.6363636,650.0,E02001456
E02001460,2016,4,527.2222222,525.0,E02001460
E02001462,2016,4,481.6333333,475.0,E02001462
E02001464,2016,4,450.2,450.0,E02001464
E02001466,2016,4,497.5833333,475.0,E02001466
E02001467,2016,4,549.4230769,550.0,E02001467
E02001468,2016,4,573.2352941,572.5,E02001468
E02001469,2016,4,646.5789474,590.0,E02001469
E02001470,2016,4,554.0833333,550.0,E02001470
E02001471,2016,4,547.3529412,575.0,E02001471
E02001473,2016,4,545.7142857,525.0,E02001473
E02001474,2016,4,488.8095238,500.0,E02001474
E02001476,2016,4,508.1315789,500.0,E02001476
E02001477,2016,4,461.6666667,475.0,E02001477
E02001481,2016,4,656.6666667,595.0,E02001481
E02001482,2016,4,444.4761905,462.5,E02001482
E02001486,2016,4,585.2083333,500.0,E02001486
E02001487,2016,4,482.0689655,467.5,E02001487
E02001488,2016,4,546.2631579,519.5,E02001488
E02001491,2016,4,599.5833333,600.0,E02001491
E02001493,2016,4,474.137931,462.5,E02001493
E02001495,2016,4,442.7272727,455.0,E02001495
E02001502,2016,4,579.0909091,610.0,E02001502
E02001521,2016,4,436.1904762,425.0,E02001521
E02001548,2016,4,458.7272727,463.0,E02001548
E02001551,2016,4,469.4166667,475.0,E02001551
E02001557,2016,4,439.7714286,441.5,E02001557
E02001560,2016,4,462.3939394,425.0,E02001560
E02001561,2016,4,452.3,433.0,E02001561
E02001565,2016,4,608.75,575.0,E02001565
E02001566,2016,4,530.25,520.0,E02001566
E02001569,2016,4,420.2941176,415.0,E02001569
E02001571,2016,4,557.7,550.0,E02001571
E02001579,2016,4,489.5454545,475.0,E02001579
E02001583,2016,4,395.4545455,412.5,E02001583
E02001585,2016,4,458.0,425.0,E02001585
E02001591,2016,4,442.25,450.0,E02001591
E02001594,2016,4,402.4666667,410.0,E02001594
E02001597,2016,4,432.6923077,440.0,E02001597
E02001600,2016,4,652.0,650.0,E02001600
E02001604,2016,4,4207.416667,525.0,E02001604
E02001618,2016,4,657.3076923,595.0,E02001618
E02001627,2016,4,537.8333333,565.0,E02001627
E02001632,2016,4,512.5,525.0,E02001632
E02001634,2016,4,822.5,750.0,E02001634
E02001638,2016,4,1290.31746,1248.0,E02001638
E02001639,2016,4,891.0434783,745.5,E02001639
E02001640,2016,4,1656.858586,1482.0,E02001640
E02001646,2016,4,1560.826087,1409.0,E02001646
E02001648,2016,4,723.0769231,700.0,E02001648
E02001650,2016,4,1498.183673,1647.0,E02001650
E02001652,2016,4,1500.879032,1543.0,E02001652
E02001653,2016,4,582.3076923,562.5,E02001653
E02001656,2016,4,988.0434783,900.0,E02001656
E02001657,2016,4,855.8461538,901.5,E02001657
E02001660,2016,4,1015.0,625.0,E02001660
E02001661,2016,4,632.875,525.0,E02001661
E02001663,2016,4,563.0769231,575.0,E02001663
E02001669,2016,4,571.5789474,595.0,E02001669
E02001679,2016,4,623.1818182,550.0,E02001679
E02001680,2016,4,450.0,450.0,E02001680
E02001684,2016,4,497.6666667,497.5,E02001684
E02001685,2016,4,539.5,525.0,E02001685
E02001688,2016,4,557.4375,550.0,E02001688
E02001689,2016,4,496.3333333,465.0,E02001689
E02001691,2016,4,445.4137931,450.0,E02001691
E02001710,2016,4,568.9090909,562.5,E02001710
E02001711,2016,4,482.3076923,497.5,E02001711
E02001712,2016,4,917.0,697.5,E02001712
E02001713,2016,4,866.76,837.5,E02001713
E02001714,2016,4,639.0,585.5,E02001714
E02001715,2016,4,576.3076923,550.0,E02001715
E02001719,2016,4,703.1785714,675.0,E02001719
E02001720,2016,4,1437.684601,1386.0,E02001720
E02001723,2016,4,547.3333333,512.5,E02001723
E02001724,2016,4,1469.459119,1484.0,E02001724
E02001725,2016,4,872.9626556,695.0,E02001725
E02001726,2016,4,548.9473684,595.0,E02001726
E02001729,2016,4,648.9277108,500.0,E02001729
E02001730,2016,4,1222.358362,1152.5,E02007097
E02001731,2016,4,1029.818792,798.5,E02007099
E02001733,2016,4,520.2631579,475.0,E02007098
E02001734,2016,4,476.4285714,495.0,E02001734
E02001736,2016,4,482.1363636,450.0,E02007101
E02001739,2016,4,534.6875,500.0,E02001739
E02001743,2016,4,589.2105263,550.0,E02001743
E02001744,2016,4,562.1875,550.0,E02001744
E02001745,2016,4,542.5,475.0,E02001745
E02001746,2016,4,573.75,550.0,E02001746
E02001748,2016,4,588.0952381,550.0,E02001748
E02001749,2016,4,546.7391304,510.0,E02001749
E02001751,2016,4,542.7941176,550.0,E02001751
E02001753,2016,4,720.6818182,750.0,E02001753
E02001755,2016,4,568.877551,537.5,E02001755
E02001756,2016,4,606.2592593,599.5,E02001756
E02001757,2016,4,512.9,475.0,E02001757
E02001759,2016,4,480.1612903,467.5,E02001759
E02001760,2016,4,478.8421053,450.0,E02001760
E02001764,2016,4,458.6,450.0,E02001764
E02001765,2016,4,544.9,425.0,E02001765
E02001766,2016,4,453.1363636,433.0,E02001766
E02001768,2016,4,495.7272727,475.0,E02001768
E02001769,2016,4,436.88,395.0,E02001769
E02001770,2016,4,460.2631579,450.0,E02001770
E02001772,2016,4,454.4166667,430.0,E02001772
E02001774,2016,4,436.8235294,431.0,E02001774
E02001776,2016,4,443.7878788,425.0,E02001776
E02001777,2016,4,488.9285714,450.0,E02001777
E02001778,2016,4,421.6428571,395.0,E02001778
E02001779,2016,4,454.4285714,477.0,E02001779
E02001796,2016,4,559.6666667,495.0,E02001796
E02001799,2016,4,423.75,450.0,E02001799
E02001803,2016,4,559.2,500.0,E02001803
E02001806,2016,4,584.1578947,522.5,E02001806
E02001808,2016,4,444.4117647,437.5,E02001808
E02001817,2016,4,566.0,495.0,E02001817
E02001832,2016,4,733.6363636,697.5,E02001832
E02001835,2016,4,835.0,662.5,E02001835
E02001844,2016,4,527.0833333,475.0,E02001844
E02001849,2016,4,522.0,562.5,E02001849
E02001856,2016,4,668.6666667,625.0,E02001856
E02001857,2016,4,531.3846154,525.0,E02001857
E02001873,2016,4,553.0,585.0,E02001873
E02001879,2016,4,514.2142857,595.0,E02001879
E02001886,2016,4,663.6363636,650.0,E02001886
E02001890,2016,4,944.8372093,737.5,E02001890
E02001901,2016,4,647.7272727,620.0,E02001901
E02001905,2016,4,853.7222222,750.0,E02001905
E02001913,2016,4,913.8076923,850.0,E02001913
E02001914,2016,4,814.0,800.0,E02001914
E02001918,2016,4,626.5833333,575.0,E02001918
E02001919,2016,4,530.4782609,450.0,E02001919
E02001920,2016,4,639.5,650.0,E02001920
E02001922,2016,4,2212.805195,2427.0,E02001922
E02001925,2016,4,1857.0,1950.0,E02001925
E02001926,2016,4,766.8333333,650.0,E02001926
E02001930,2016,4,694.0,700.0,E02001930
E02001949,2016,4,588.1818182,597.5,E02001949
E02001988,2016,4,1110.2,1025.0,E02001988
E02002068,2016,4,635.4166667,625.0,E02006943
E02002070,2016,4,556.0714286,550.0,E02002070
E02002076,2016,4,632.25,650.0,E02002076
E02002122,2016,4,547.6923077,547.5,E02002122
E02002127,2016,4,502.3076923,525.0,E02002127
E02002133,2016,4,473.0,500.0,E02002133
E02002134,2016,4,503.8666667,500.0,E02002134
E02002135,2016,4,520.45,500.0,E02002135
E02002136,2016,4,502.7647059,522.5,E02002136
E02002139,2016,4,480.7272727,485.0,E02002139
E02002142,2016,4,443.4375,425.0,E02002142
E02002145,2016,4,450.2727273,466.0,E02002145
E02002163,2016,4,523.7777778,500.0,E02002163
E02002164,2016,4,490.7692308,462.5,E02002164
E02002165,2016,4,470.6,450.0,E02002165
E02002166,2016,4,501.3571429,495.0,E02002166
E02002168,2016,4,527.8571429,550.0,E02002168
E02002171,2016,4,568.6363636,552.5,E02002171
E02002174,2016,4,577.9166667,550.0,E02002174
E02002175,2016,4,484.75,477.0,E02002175
E02002177,2016,4,543.1666667,555.0,E02002177
E02002178,2016,4,667.5,695.0,E02002178
E02002179,2016,4,605.4545455,625.0,E02002179
E02002182,2016,4,602.9166667,580.0,E02002182
E02002190,2016,4,403.6538462,360.0,E02002190
E02002197,2016,4,616.5384615,610.0,E02002197
E02002202,2016,4,633.75,625.0,E02002202
E02002204,2016,4,548.5,585.0,E02002204
E02002215,2016,4,424.5833333,400.0,E02002215
E02002217,2016,4,451.3,435.0,E02002217
E02002221,2016,4,475.5789474,425.0,E02006947
E02002231,2016,4,521.6666667,475.0,E02002231
E02002251,2016,4,456.5217391,450.0,E02002251
E02002259,2016,4,520.3571429,550.0,E02002259
E02002260,2016,4,520.0,500.0,E02002260
E02002261,2016,4,475.0,450.0,E02002261
E02002268,2016,4,673.0769231,650.0,E02002268
E02002269,2016,4,529.5,525.0,E02002269
E02002276,2016,4,504.0909091,537.5,E02002276
E02002288,2016,4,325.5625,303.0,E02002288
E02002304,2016,4,476.1111111,500.0,E02002304
E02002309,2016,4,676.0909091,587.5,E02002309
E02002315,2016,4,444.6666667,442.0,E02002315
E02002329,2016,4,600.84,650.0,E02002329
E02002352,2016,4,811.5384615,722.5,E02002352
E02002360,2016,4,972.3076923,812.5,E02002360
E02002361,2016,4,642.0,595.0,E02002361
E02002363,2016,4,794.5,795.0,E02002363
E02002368,2016,4,641.3636364,610.0,E02002368
E02002371,2016,4,499.2285714,429.0,E02002371
E02002373,2016,4,1590.661972,1495.0,E02002373
E02002374,2016,4,1299.291667,913.0,E02002374
E02002377,2016,4,537.2666667,552.5,E02002377
E02002381,2016,4,544.6666667,550.0,E02002381
E02002382,2016,4,486.6470588,500.0,E02002382
E02002383,2016,4,1217.828652,1213.0,E02002383
E02002384,2016,4,1116.6,975.0,E02002384
E02002385,2016,4,1067.473451,845.0,E02002385
E02002386,2016,4,586.8125,525.0,E02002386
E02002387,2016,4,554.0,575.0,E02002387
E02002391,2016,4,579.5454545,562.5,E02002391
E02002392,2016,4,1153.188679,775.0,E02002392
E02002394,2016,4,528.8,529.0,E02002394
E02002395,2016,4,625.9090909,675.0,E02002395
E02002396,2016,4,543.1304348,550.0,E02002396
